C	Cn	DOID:0060041	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1059	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10652	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10763	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12849	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12858	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:14330	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1826	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:3312	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:5419	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:9255	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
11	20	66	0	1.06195	0	[0.00,0.00]	1	1	0.1		1	1		69	0	1.11022	0	[0.00,0.00]	1	1	0.1		1	1		209	2	3.36283	0.545357	[0.13,2.37]	0.320333	1	0.1		0.195442	1		111	2	1.786	1.13558	[0.26,4.96]	0.435479	1	0.1		0.58634	1		66	0	1.06195	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.627514	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.28721	0.762159	[0.10,5.77]	0.627355	1	0.1		0.365805	1		109	1	1.75382	0.543372	[0.07,4.10]	0.46448	1	0.1		0.307304	1		79	0	1.27112	0	[0.00,0.00]	1	1	0.1		1	1		262	3	4.21561	0.656825	[0.19,2.26]	0.364057	1	0.1		0.191406	1		71	3	1.1424	2.9974	[0.86,10.48]	0.0777244	1	0.1		0.976392	1		
12	23	66	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		69	1	1.27675	0.770053	[0.10,5.80]	0.631552	1	0.1		0.365927	1		209	2	3.86726	0.466069	[0.11,2.00]	0.229059	1	0.1		0.149131	1		111	1	2.0539	0.458678	[0.06,3.44]	0.376155	1	0.1		0.262169	1		66	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.721641	0	[0.00,0.00]	1	1	0.1		1	1		80	2	1.48029	1.39438	[0.32,6.06]	0.475426	1	0.1		0.606203	1		109	0	2.01689	0	[0.00,0.00]	1	1	0.1		1	1		79	0	1.46179	0	[0.00,0.00]	1	1	0.1		1	1		262	1	4.84795	0.167015	[0.02,1.24]	0.0297826	1	0.1		0.0256936	1		71	2	1.31376	1.58868	[0.37,6.91]	0.242538	1	0.1		0.860401	1		
13	31	66	1	1.64602	0.588205	[0.08,4.38]	0.502151	1	0.1		0.321767	1		69	3	1.72084	1.86039	[0.55,6.28]	0.156726	1	0.1		0.911831	1		209	2	5.21239	0.334833	[0.08,1.41]	0.0845698	1	0.1		0.0616384	1		111	2	2.7683	0.69788	[0.16,2.96]	0.466216	1	0.1		0.247649	1		66	1	1.64602	0.588205	[0.08,4.38]	0.502151	1	0.1		0.321767	1		39	0	0.972647	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.99517	0.478059	[0.06,3.55]	0.395035	1	0.1		0.271156	1		109	1	2.71842	0.340741	[0.05,2.52]	0.227567	1	0.1		0.171526	1		79	1	1.97023	0.484615	[0.07,3.60]	0.402119	1	0.1		0.27485	1		262	1	6.53419	0.121456	[0.02,0.89]	0.00560392	1	0.1		0.00501654	1		71	1	1.77072	0.54381	[0.07,4.05]	0.461966	1	0.1		0.304154	1		
14	30	66	1	1.59292	0.609019	[0.08,4.54]	0.519782	1	0.1		0.329018	1		69	0	1.66533	0	[0.00,0.00]	1	1	0.1		1	1		209	5	5.04425	0.989216	[0.37,2.61]	0.608239	1	0.1		0.194404	1		111	0	2.679	0	[0.00,0.00]	1	1	0.1		1	1		66	1	1.59292	0.609019	[0.08,4.54]	0.519782	1	0.1		0.329018	1		39	1	0.941271	1.06624	[0.14,8.03]	0.378273	1	0.1		0.758162	1		80	4	1.93081	2.30162	[0.78,6.76]	0.0829876	1	0.1		0.961133	1		109	4	2.63073	1.62344	[0.56,4.74]	0.211877	1	0.1		0.823276	1		79	1	1.90668	0.501768	[0.07,3.73]	0.420398	1	0.1		0.284263	1		262	4	6.32341	0.569469	[0.20,1.65]	0.208366	1	0.1		0.114384	1		71	4	1.7136	2.63146	[0.89,7.76]	0.0624333	1	0.1		0.97545	1		
15	33	66	1	1.75221	0.550481	[0.07,4.09]	0.468023	1	0.1		0.306757	1		69	1	1.83186	0.524816	[0.07,3.90]	0.443294	1	0.1		0.295227	1		209	8	5.54867	1.60637	[0.71,3.61]	0.153718	1	0.1		0.848208	1		111	1	2.9469	0.3125	[0.04,2.31]	0.189429	1	0.1		0.145681	1		66	1	1.75221	0.550481	[0.07,4.09]	0.468023	1	0.1		0.306757	1		39	0	1.0354	0	[0.00,0.00]	1	1	0.1		1	1		80	2	2.12389	0.936311	[0.22,3.98]	0.641936	1	0.1		0.281645	1		109	1	2.89381	0.318866	[0.04,2.36]	0.197899	1	0.1		0.151488	1		79	2	2.09735	0.949309	[0.22,4.04]	0.64945	1	0.1		0.282117	1		262	4	6.95575	0.508955	[0.18,1.46]	0.142211	1	0.1		0.0832929	1		71	2	1.88496	1.06685	[0.25,4.55]	0.422009	1	0.1		0.569594	1		
16	22	66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		69	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		209	2	3.69912	0.489855	[0.11,2.11]	0.256855	1	0.1		0.16396	1		111	0	1.9646	0	[0.00,0.00]	1	1	0.1		1	1		66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1		80	0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1		109	0	1.9292	0	[0.00,0.00]	1	1	0.1		1	1		79	0	1.39823	0	[0.00,0.00]	1	1	0.1		1	1		262	3	4.63717	0.586466	[0.17,2.00]	0.286216	1	0.1		0.160612	1		71	0	1.25664	0	[0.00,0.00]	1	1	0.1		1	1		
17	47	66	1	2.49558	0.378261	[0.05,2.79]	0.27403	1	0.1		0.200813	1		69	2	2.60901	0.748922	[0.18,3.15]	0.50906	1	0.1		0.25802	1		209	5	7.90265	0.578898	[0.23,1.48]	0.170279	1	0.1		0.0893824	1		111	2	4.1971	0.443221	[0.11,1.85]	0.19172	1	0.1		0.126208	1		66	1	2.49558	0.378261	[0.05,2.79]	0.27403	1	0.1		0.200813	1		39	1	1.47466	0.662471	[0.09,4.93]	0.560862	1	0.1		0.343718	1		80	1	3.02494	0.307375	[0.04,2.26]	0.180108	1	0.1		0.138857	1		109	5	4.12148	1.25	[0.48,3.23]	0.373792	1	0.1		0.573652	1		79	5	2.98713	1.80502	[0.69,4.70]	0.144177	1	0.1		0.88489	1		262	9	9.90668	0.882775	[0.42,1.85]	0.453996	1	0.1		0.141017	1		71	2	2.68463	0.725926	[0.17,3.06]	0.489371	1	0.1		0.252748	1		
18	37	66	2	1.9646	1.01964	[0.24,4.33]	0.686983	1	0.1		0.282462	1		69	3	2.0539	1.52406	[0.46,5.09]	0.310508	1	0.1		0.738195	1		209	4	6.22124	0.59187	[0.21,1.69]	0.227301	1	0.1		0.120924	1		111	4	3.3041	1.24497	[0.43,3.58]	0.33597	1	0.1		0.629062	1		66	2	1.9646	1.01964	[0.24,4.33]	0.686983	1	0.1		0.282462	1		39	0	1.1609	0	[0.00,0.00]	1	1	0.1		1	1		80	2	2.38134	0.826374	[0.20,3.50]	0.570005	1	0.1		0.272043	1		109	2	3.24457	0.586916	[0.14,2.47]	0.355203	1	0.1		0.206604	1		79	4	2.35157	1.82788	[0.63,5.30]	0.209035	1	0.1		0.834941	1		262	9	7.79887	1.21076	[0.56,2.60]	0.444487	1	0.1		0.455204	1		71	5	2.11344	2.69886	[1.02,7.15]	0.0391711	1	0.1		0.984097	1		
19	28	66	2	1.48673	1.38341	[0.32,5.96]	0.474658	1	0.1		0.604134	1		69	1	1.5543	0.624728	[0.08,4.67]	0.532696	1	0.1		0.334254	1		209	9	4.70796	2.40395	[1.07,5.39]	0.027113	1	0.1		0.982939	1		111	5	2.5004	2.27441	[0.85,6.11]	0.0642736	1	0.1		0.967343	1		66	2	1.48673	1.38341	[0.32,5.96]	0.474658	1	0.1		0.604134	1		39	0	0.87852	0	[0.00,0.00]	1	1	0.1		1	1		80	6	1.80209	4.20516	[1.65,10.69]	0.00568903	1	0.1		0.998616	1		109	2	2.45535	0.796549	[0.19,3.40]	0.548812	1	0.1		0.269609	1		79	3	1.77957	1.79842	[0.53,6.09]	0.319991	1	0.1		0.747585	1		262	10	5.90185	2.12302	[0.97,4.66]	0.0418673	1	0.1		0.96897	1		71	3	1.59936	2.02412	[0.60,6.87]	0.141141	1	0.1		0.92924	1		
20	24	66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		69	0	1.33226	0	[0.00,0.00]	1	1	0.1		1	1		209	7	4.0354	2.07309	[0.85,5.06]	0.0684429	1	0.1		0.952816	1		111	2	2.1432	0.925771	[0.21,3.99]	0.636174	1	0.1		0.283658	1		66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		39	0	0.753017	0	[0.00,0.00]	1	1	0.1		1	1		80	2	1.54465	1.32984	[0.31,5.76]	0.466971	1	0.1		0.603453	1		109	2	2.10459	0.944775	[0.22,4.07]	0.647208	1	0.1		0.284416	1		79	3	1.52534	2.1485	[0.63,7.36]	0.131328	1	0.1		0.939279	1		262	5	5.05873	0.98505	[0.36,2.66]	0.60547	1	0.1		0.198853	1		71	2	1.37088	1.51515	[0.35,6.58]	0.490079	1	0.1		0.606227	1		
21	27	66	1	1.43363	0.681065	[0.09,5.10]	0.57478	1	0.1		0.349219	1		69	0	1.49879	0	[0.00,0.00]	1	1	0.1		1	1		209	6	4.53982	1.42576	[0.57,3.58]	0.282603	1	0.1		0.705238	1		111	3	2.4111	1.28241	[0.38,4.33]	0.511813	1	0.1		0.495528	1		66	1	1.43363	0.681065	[0.09,5.10]	0.57478	1	0.1		0.349219	1		39	1	0.847144	1.19231	[0.16,9.02]	0.374496	1	0.1		0.793447	1		80	0	1.73773	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.36766	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.71601	0.561144	[0.08,4.19]	0.478741	1	0.1		0.312184	1		262	4	5.69107	0.64577	[0.22,1.88]	0.296181	1	0.1		0.149901	1		71	1	1.54224	0.62967	[0.08,4.71]	0.53672	1	0.1		0.33591	1		
22	56	66	1	2.97345	0.313846	[0.04,2.30]	0.188297	1	0.1		0.144447	1		69	5	3.10861	1.72028	[0.66,4.46]	0.148112	1	0.1		0.877496	1		209	7	9.41593	0.696605	[0.31,1.56]	0.24802	1	0.1		0.106609	1		111	5	5.0008	0.999815	[0.39,2.56]	0.616347	1	0.1		0.18812	1		66	1	2.97345	0.313846	[0.04,2.30]	0.188297	1	0.1		0.144447	1		39	3	1.75704	1.80975	[0.54,6.07]	0.16087	1	0.1		0.905808	1		80	5	3.60418	1.45359	[0.56,3.75]	0.255684	1	0.1		0.743448	1		109	4	4.9107	0.792674	[0.28,2.23]	0.445251	1	0.1		0.186469	1		79	0	3.55913	0	[0.00,0.00]	1	1	0.1		1	1		262	8	11.8037	0.612205	[0.29,1.31]	0.132067	1	0.1		0.063145	1		71	3	3.19871	0.931465	[0.28,3.06]	0.600823	1	0.1		0.233671	1		
23	23	66	2	1.22124	1.72024	[0.39,7.50]	0.229109	1	0.1		0.881368	1		69	2	1.27675	1.63895	[0.38,7.14]	0.237392	1	0.1		0.868944	1		209	2	3.86726	0.466069	[0.11,2.00]	0.229059	1	0.1		0.149131	1		111	3	2.0539	1.54444	[0.45,5.28]	0.309903	1	0.1		0.743615	1		66	2	1.22124	1.72024	[0.39,7.50]	0.229109	1	0.1		0.881368	1		39	1	0.721641	1.41388	[0.19,10.76]	0.362117	1	0.1		0.839289	1		80	0	1.48029	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.01689	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.46179	0.665501	[0.09,5.00]	0.564269	1	0.1		0.346494	1		262	4	4.84795	0.784986	[0.26,2.33]	0.448045	1	0.1		0.195898	1		71	1	1.31376	0.746753	[0.10,5.62]	0.617863	1	0.1		0.362547	1		
24	24	66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		69	2	1.33226	1.56309	[0.36,6.79]	0.244751	1	0.1		0.855907	1		209	2	4.0354	0.444444	[0.10,1.90]	0.203755	1	0.1		0.135085	1		111	1	2.1432	0.43834	[0.06,3.28]	0.352517	1	0.1		0.248901	1		66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		39	0	0.753017	0	[0.00,0.00]	1	1	0.1		1	1		80	0	1.54465	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.10459	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.52534	0.636009	[0.08,4.77]	0.542116	1	0.1		0.338443	1		262	5	5.05873	0.98505	[0.36,2.66]	0.60547	1	0.1		0.198853	1		71	0	1.37088	0	[0.00,0.00]	1	1	0.1		1	1		
25	49	66	3	2.60177	1.17081	[0.35,3.87]	0.481692	1	0.1		0.487576	1		69	3	2.72003	1.11462	[0.34,3.68]	0.462987	1	0.1		0.48286	1		209	11	8.23894	1.45614	[0.73,2.90]	0.222173	1	0.1		0.753974	1		111	7	4.3757	1.74679	[0.77,3.99]	0.13207	1	0.1		0.880715	1		66	3	2.60177	1.17081	[0.35,3.87]	0.481692	1	0.1		0.487576	1		39	1	1.53741	0.633772	[0.09,4.71]	0.539134	1	0.1		0.335926	1		80	4	3.15366	1.3076	[0.46,3.73]	0.348056	1	0.1		0.635071	1		109	7	4.29686	1.78431	[0.78,4.07]	0.132122	1	0.1		0.881976	1		79	3	3.11424	0.959382	[0.29,3.16]	0.620669	1	0.1		0.235173	1		262	14	10.3282	1.52581	[0.81,2.88]	0.137845	1	0.1		0.847772	1		71	4	2.79887	1.49519	[0.52,4.28]	0.21545	1	0.1		0.804632	1		
26	37	66	6	1.9646	3.69677	[1.49,9.20]	0.00876291	1	0.1		0.997505	1		69	3	2.0539	1.52406	[0.46,5.09]	0.310508	1	0.1		0.738195	1		209	14	6.22124	3.15585	[1.60,6.24]	0.00208494	0.823435	0.1		0.998579	1		111	5	3.3041	1.62146	[0.62,4.25]	0.266265	1	0.1		0.754063	1		66	6	1.9646	3.69677	[1.49,9.20]	0.00876291	1	0.1		0.997505	1		39	0	1.1609	0	[0.00,0.00]	1	1	0.1		1	1		80	5	2.38134	2.35625	[0.89,6.22]	0.0563263	1	0.1		0.972608	1		109	12	3.24457	5.48784	[2.67,11.26]	2.71212e-05	0.0749795	0.1	*	0.999995	1		79	8	2.35157	4.40991	[1.94,10.00]	0.00128272	0.823435	0.1		0.99969	1		262	18	7.79887	3.73512	[1.93,7.23]	0.000105286	0.145537	0.1	*	0.999966	1		71	1	2.11344	0.450794	[0.06,3.34]	0.363629	1	0.1		0.253854	1		
27	35	66	2	1.85841	1.08333	[0.25,4.62]	0.425534	1	0.1		0.572706	1		69	1	1.94288	0.49308	[0.07,3.66]	0.410556	1	0.1		0.278901	1		209	5	5.88496	0.820261	[0.31,2.14]	0.449041	1	0.1		0.176071	1		111	2	3.1255	0.611065	[0.14,2.58]	0.38103	1	0.1		0.217259	1		66	2	1.85841	1.08333	[0.25,4.62]	0.425534	1	0.1		0.572706	1		39	2	1.09815	1.9181	[0.44,8.30]	0.207585	1	0.1		0.906407	1		80	1	2.25261	0.420328	[0.06,3.11]	0.327951	1	0.1		0.233714	1		109	1	3.06919	0.299564	[0.04,2.21]	0.17168	1	0.1		0.133257	1		79	3	2.22446	1.39638	[0.42,4.66]	0.30571	1	0.1		0.725015	1		262	10	7.37731	1.51746	[0.72,3.20]	0.194201	1	0.1		0.79327	1		71	2	1.9992	1.00044	[0.24,4.26]	0.677228	1	0.1		0.282712	1		
