ENTREZ.ID	GENE.NAME	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91
273	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83599064124829	0	0	0	0	0.0538628550512638	0	0	0.110146503700446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797068538527442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064059402588707	0	0	0	0	0	0	0	0	0	0.0358774658606893	0.0132449303546777	0.0496862051158319	0	0.0200606345898563	0	0.0200028229627962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1785	1785	0	0	0	0	0	0	0	0	0	0.0253369677397587	0.0174784015983122	0	0	0	0	0	0	0	0	0	0.0202429250575095	0	0.0576022920430935	0.0128818652034493	0	0	0	0	0	0	0	0.567891294792535	0	0.0230448075071741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0419502137693567	0	0	0	0.0227239301758376	0	0	0	0	0	0.0284141687966625	0	0.0323165726385222	0.0317289947873331	0.014689383526664	0	0	0	0.0411494846791638	0	0.0275837365897488	0	0	0	0	0	0	0	0	0	0	0.0349649610948786	0	0	0	0	0
26052	26052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999187583867367	0	0	0	0	0	0	0	0	0.520226144044947	0	0	0	0	0.379855097568317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1020	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00441604511398897	0	0	0	0	0	0.00223965551327606	0.919115984637748	0.0022018007054501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625311713003685	0	0	0	0	0	0	0	0	0	0.00217122296268422	0.014990363203945	0	0	0	0	0	0	0.015677580776536	0	0	0	0	0.0329342299563346
5530	5530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585666367062072	0	0	0	0	0	0	0	0	0.699119544907662	0	0	0	0	0	0	0	0.00465572704300962	0	0	0	0	0	0	0	0	0	0.0045791934904595	0	0	0	0	0.223767460480674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00931143737198723	0	0	0	0
8867	8867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6455	6455	0	0	0	0	0	0	0	0	0	0	0.0201230293329928	0.0188540851285511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68591890150958	0	0	0	0	0.0130568396032629	0	0	0	0	0.0573811225829411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254195917726343	0	0	0	0	0	0	0	0	0	0	0.0575688064303571	0	0	0	0	0.0554395803166351	0.0193706442108799	0	0	0	0	0	0	0.0468673991121654	0	0	0	0
6456	6456	0	0	0	0	0	0.020124667614688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925457580216492	0	0	0	0	0	0	0	0	0.00600299211967692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00524143316854018	0.00541937373874261	0	0	0	0	0	0	0	0.0155847072880254	0	0	0	0	0	0	0	0	0	0	0.0221692458538346	0	0	0	0	0	0	0	0	0	0	0
30011	30011	0	0	0	0.0630518188158358	0	0	0	0	0	0	0	0.0806175382818714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713937125870733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274038837373561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314383580968269	0	0	0	0	0	0	0.0835512751973765	0	0	0	0
